StoreNo,TimeStamp,TotalValueEclGST,NumberOfChicken,NumberApple,NumberOfBanana,NumberOfBeer,HourOfDay,MinuteOfHour
10208,2018/2/2 15:54:45,197,9,14,9,3,14,15
81949,2018/5/9 13:20:47,156,9,14,2,6,0,10
90387,2018/8/13 7:06:02,143,5,14,4,5,15,43
30359,2018/6/2 22:51:59,184,6,16,8,4,21,34
56033,2018/8/6 2:57:56,160,8,8,5,8,17,8
13735,2018/3/4 18:59:31,112,3,13,4,2,4,1
90827,2018/9/4 21:34:30,166,7,9,6,8,3,31
67897,2018/9/7 13:39:31,172,11,10,7,2,2,56
06215,2018/4/8 19:08:53,138,9,8,4,4,17,46
48711,2018/9/11 11:39:59,156,10,9,5,4,13,22
10236,2018/1/30 3:15:32,147,8,13,4,3,8,20
88415,2018/6/26 1:50:24,153,8,10,5,5,20,16
75154,2018/5/30 22:44:11,113,9,7,2,3,1,22
68535,2017/12/18 16:47:51,133,4,10,8,1,16,39
56419,2018/3/13 3:29:58,92,5,11,1,2,13,53
47600,2018/2/3 17:09:49,149,10,12,2,5,23,51
70782,2018/5/2 1:19:07,162,10,13,5,2,12,12
13806,2018/11/20 16:42:14,135,7,11,3,5,22,58
34812,2018/2/11 14:01:54,170,5,11,7,8,22,11
83384,2018/11/4 22:16:32,196,9,16,6,6,5,49
85572,2018/4/5 7:36:46,140,6,13,4,4,2,27
73799,2018/7/11 10:42:03,132,11,8,3,2,11,31
09015,2017/12/12 0:00:30,190,14,12,6,2,20,3
67058,2018/9/30 19:36:50,136,6,12,4,4,16,43
50811,2018/7/14 2:38:51,128,6,11,6,0,13,5
65422,2018/2/1 6:54:37,180,6,21,5,4,17,16
06919,2018/2/24 5:26:17,106,6,8,1,6,8,7
50953,2018/7/16 10:05:50,169,10,15,3,5,21,5
71416,2018/7/14 22:46:39,218,12,15,7,6,20,50
50343,2018/8/21 23:03:12,180,13,16,1,6,5,3
01072,2018/8/8 20:05:36,204,9,16,7,6,20,27
89505,2018/3/22 8:06:53,172,7,9,8,6,0,19
23005,2018/8/9 3:30:57,163,5,13,7,5,1,15
11564,2018/9/30 19:34:56,174,6,17,5,6,11,23
85622,2018/7/9 18:23:22,172,12,8,6,4,15,33
33066,2018/9/6 19:41:25,191,9,16,6,5,18,51
76341,2018/1/23 19:08:51,118,6,10,4,2,16,13
84451,2018/8/10 6:57:54,151,7,17,2,5,8,38
49300,2018/1/30 11:40:02,175,10,15,5,3,20,20
25062,2018/11/9 19:25:24,204,10,19,6,4,23,54
04098,2018/6/6 4:05:39,185,9,15,7,3,11,30
61954,2018/8/25 17:56:03,119,5,10,3,5,19,14
45656,2018/1/16 3:12:12,166,7,14,6,4,16,29
66763,2018/8/28 9:43:34,181,15,6,4,7,16,55
99469,2018/9/12 19:27:21,136,7,10,3,6,6,31
81122,2018/1/8 13:37:59,128,5,11,3,6,12,49
41393,2018/8/16 1:50:28,170,7,10,6,8,23,47
13097,2018/1/5 15:53:18,153,8,16,2,5,13,53
75132,2018/1/7 10:49:53,143,7,11,4,5,12,19
27090,2017/12/6 6:19:03,199,8,16,9,3,9,35
47259,2018/9/27 21:30:39,210,6,16,10,6,23,22
86676,2018/1/31 13:10:01,179,12,10,4,7,18,36
93232,2017/11/24 4:46:30,161,7,16,5,3,2,48
46035,2018/5/9 4:43:02,140,6,14,6,0,17,13
63861,2018/4/2 22:14:06,156,7,14,6,2,15,2
01470,2018/1/5 22:27:45,180,10,7,9,4,23,6
80767,2018/10/1 8:45:08,167,9,8,7,5,14,5
36324,2018/4/15 11:53:25,140,11,12,2,2,1,57
67395,2018/1/24 19:04:22,185,9,11,9,3,13,42
13687,2018/4/7 7:01:31,120,7,7,5,2,16,59
37096,2018/11/14 9:26:07,164,8,16,4,4,23,19
77121,2018/11/8 9:46:00,210,10,14,8,6,21,24
31047,2018/4/5 7:24:51,77,4,8,2,1,18,13
34843,2018/5/20 18:24:25,123,0,21,3,3,22,56
88165,2018/8/23 15:15:29,141,7,15,3,3,11,20
69618,2018/1/2 7:36:45,144,7,17,3,2,11,26
15299,2017/12/28 13:36:18,138,8,10,5,2,5,19
00086,2017/12/4 0:44:09,130,12,8,2,2,9,23
64243,2018/11/10 21:41:48,122,4,16,3,2,10,15
63562,2017/12/23 22:02:55,122,10,5,4,2,2,6
20838,2018/4/25 16:54:40,149,8,11,4,5,1,49
81786,2018/3/1 19:04:54,117,3,12,2,7,7,15
62078,2018/3/31 8:23:25,207,7,21,7,5,5,56
33475,2017/12/28 19:16:19,165,8,11,6,5,18,55
54730,2018/4/30 6:18:44,198,6,14,12,2,10,51
58157,2017/12/22 9:08:57,146,8,11,3,6,12,1
39125,2017/12/17 16:11:25,204,13,16,4,6,6,59
68623,2018/2/4 20:26:03,129,5,11,5,3,21,52
39206,2018/4/2 17:53:48,128,6,8,5,4,10,2
64726,2018/1/24 23:57:24,131,10,10,2,3,20,3
95834,2018/2/5 23:04:43,135,6,13,4,3,14,16
45662,2018/1/1 0:33:09,187,9,17,5,5,18,37
49484,2018/9/13 18:08:40,142,10,12,3,2,8,28
22536,2018/3/13 15:08:07,225,8,10,14,5,13,19
02722,2018/5/3 18:42:25,147,5,15,4,5,21,10
34521,2018/3/8 12:04:05,109,7,11,1,3,7,2
34358,2017/12/25 20:24:44,153,8,13,6,1,3,15
71937,2018/3/17 14:58:20,192,9,14,9,2,6,14
38345,2017/11/25 3:25:44,104,6,6,3,4,1,36
24167,2018/4/3 4:51:26,200,11,16,5,6,5,27
63802,2018/7/27 19:33:37,201,10,19,5,5,2,25
43595,2018/1/14 13:03:04,128,7,10,2,6,16,33
10299,2018/2/26 6:12:00,189,12,10,4,9,8,36
68564,2018/4/4 0:28:48,188,12,13,8,0,12,28
55631,2018/7/31 9:35:03,105,7,8,2,3,13,26
50636,2018/9/7 13:02:19,118,9,8,4,0,17,10
11975,2018/9/15 7:42:41,124,9,7,4,2,19,48
93990,2018/2/8 2:54:22,123,9,8,4,1,8,26
45731,2018/8/23 0:56:08,186,11,7,9,4,13,54
89443,2018/3/24 9:31:22,217,15,9,7,7,17,16
58229,2018/7/7 4:17:07,160,13,9,2,6,9,48
68275,2018/1/7 19:05:19,185,10,12,9,1,12,59
56695,2018/3/20 22:55:37,125,6,12,2,5,23,25
79941,2017/12/22 13:40:57,145,7,12,5,3,3,7
93149,2018/4/2 15:34:57,161,5,12,6,7,5,11
87912,2018/2/15 4:06:41,146,6,17,4,2,9,54
89575,2018/10/1 5:51:54,185,16,10,3,5,19,16
60213,2018/1/19 7:18:59,158,9,9,6,4,5,44
30178,2018/10/13 1:57:53,151,4,7,8,7,18,43
92398,2018/4/14 7:25:02,122,4,7,5,6,19,31
80553,2017/12/1 17:00:05,171,11,8,6,5,22,36
90773,2018/7/31 5:54:29,199,11,16,8,1,18,58
41889,2018/3/22 14:19:42,127,7,14,3,1,23,18
52122,2018/9/9 11:49:16,217,16,12,6,5,15,46
49008,2018/1/12 1:11:28,128,6,12,3,4,0,28
23989,2018/7/20 21:56:46,180,13,12,3,6,20,15
23186,2018/11/15 1:22:19,143,4,11,5,7,14,22
42319,2018/10/1 9:39:29,124,5,10,3,6,0,59
70733,2017/12/11 0:19:05,158,11,10,4,4,14,49
76891,2018/10/8 23:31:16,147,8,7,7,3,22,51
84253,2018/4/14 22:45:23,207,13,19,6,1,23,43
91576,2018/3/21 16:32:38,125,4,13,3,5,1,18
00133,2018/1/1 6:54:00,148,14,12,2,0,12,36
31477,2017/12/9 3:41:59,162,7,15,5,4,15,21
66802,2018/7/29 14:25:25,156,6,9,8,4,6,44
40931,2018/6/28 23:22:46,164,6,13,7,4,23,53
01073,2017/12/17 8:29:37,128,6,8,5,4,4,57
80238,2018/5/4 0:43:40,118,3,12,4,4,20,25
18192,2018/8/13 7:43:20,173,6,14,7,5,8,0
13610,2018/9/23 7:01:47,160,9,11,4,6,15,25
27900,2017/12/28 21:45:45,231,13,14,9,5,16,0
40601,2018/11/4 22:31:53,145,8,10,4,5,2,49
22968,2018/5/25 19:33:52,148,11,12,3,2,21,16
20168,2018/1/5 10:30:45,199,15,13,4,5,13,42
08207,2018/2/23 22:15:50,128,6,12,3,4,7,35
11249,2018/9/22 1:33:13,195,15,14,3,5,9,51
09830,2017/12/7 18:32:43,160,10,16,2,4,1,42
64946,2018/11/19 8:38:21,173,13,16,2,3,2,48
85752,2018/3/6 23:57:05,159,8,12,6,3,13,2
95306,2017/12/24 8:41:01,150,11,12,2,4,23,59
35298,2017/12/19 10:17:29,222,11,20,7,4,21,41
56097,2018/4/1 12:30:57,144,6,16,3,4,22,20
65317,2018/1/27 23:19:31,166,7,10,8,4,3,11
07237,2017/12/30 18:45:10,156,7,6,10,2,16,2
83375,2018/7/19 16:28:16,182,11,12,6,4,20,47
39815,2018/10/1 10:26:47,135,3,13,5,5,20,23
06711,2018/4/7 3:47:42,146,8,10,6,2,6,37
50883,2018/10/18 1:17:25,172,6,17,6,4,23,55
33200,2018/9/9 22:03:23,163,12,15,2,3,16,23
69086,2018/9/23 14:30:05,296,17,19,11,6,22,36
71749,2018/5/18 14:56:43,150,5,20,5,0,1,18
90111,2018/9/17 13:48:55,115,9,6,4,1,0,55
53009,2018/10/14 11:13:33,140,3,11,6,6,3,52
19222,2018/5/28 10:53:30,192,14,15,6,0,15,30
52146,2018/8/7 13:47:30,109,4,12,4,1,13,51
30592,2018/3/27 0:34:41,141,5,14,5,3,17,7
21739,2018/7/1 21:32:58,157,9,12,5,3,2,28
29508,2017/12/31 8:39:11,99,3,8,3,5,20,11
24800,2018/7/22 7:42:35,182,20,9,2,2,15,37
56941,2018/10/27 11:04:26,107,4,13,2,3,21,14
34101,2018/7/10 10:26:51,151,10,13,3,3,10,5
12361,2018/3/17 3:34:49,130,7,11,3,4,19,54
17361,2018/10/3 21:31:51,183,5,9,9,9,21,40
09033,2017/11/23 10:37:59,188,9,11,10,2,7,51
93494,2018/1/31 16:21:55,195,12,15,6,3,15,17
51910,2018/3/17 21:28:58,206,18,14,4,2,13,52
94375,2018/5/2 11:18:56,166,10,16,4,2,23,51
02813,2018/4/2 2:36:00,112,2,8,6,4,4,54
32266,2018/1/14 21:56:56,178,7,13,8,4,18,56
63106,2018/6/28 15:03:28,133,7,9,5,3,18,31
19772,2018/6/30 19:08:49,170,6,16,5,6,19,12
17534,2017/12/15 1:07:13,196,13,7,5,10,1,47
78427,2017/12/18 19:42:00,162,9,10,6,4,15,23
59117,2018/2/2 11:11:42,161,4,12,8,5,10,32
57594,2018/10/1 17:44:58,124,7,10,4,2,9,25
96527,2017/11/22 1:56:40,184,11,11,8,2,8,39
98946,2018/8/2 9:13:11,153,11,12,3,3,0,48
36706,2018/9/19 17:59:51,185,5,17,9,3,0,21
11551,2018/3/3 8:06:23,130,7,9,4,4,21,36
32757,2018/1/5 7:02:49,214,10,15,8,6,11,30
18780,2018/6/28 9:59:04,141,3,13,7,3,22,46
77914,2017/12/31 9:10:04,123,7,17,1,1,23,2
24014,2018/9/2 17:28:33,180,9,21,4,2,3,16
34321,2018/1/13 21:42:34,186,11,15,5,4,9,25
14682,2018/10/1 16:04:41,162,5,13,5,8,5,24
25971,2018/2/9 4:51:31,176,6,14,8,4,11,33
26802,2018/3/11 16:39:30,102,8,11,0,2,5,48
82839,2018/10/20 2:43:28,177,9,9,4,11,19,28
91047,2018/11/4 13:04:37,126,7,12,2,4,13,56
57580,2017/11/21 4:32:18,111,3,9,4,5,6,13
99155,2018/9/2 6:14:49,135,11,6,5,1,22,3
73139,2018/3/2 6:05:50,205,12,14,9,1,3,49
46243,2018/10/12 1:38:24,183,11,9,7,5,18,34
08671,2018/3/13 7:43:24,147,6,14,5,3,8,36
35413,2018/5/3 14:24:38,108,3,8,6,2,23,7
18271,2018/6/23 13:38:52,209,7,16,11,3,8,3
67843,2018/2/2 22:18:28,141,8,12,5,1,4,18
44401,2017/12/30 5:21:33,166,9,13,5,4,9,16
00127,2018/7/19 17:37:06,157,9,8,7,3,9,8
43360,2018/10/6 22:25:37,139,6,10,6,3,8,2
40102,2018/10/24 12:06:25,104,5,10,3,2,2,14
25619,2018/5/6 6:26:19,149,5,14,6,3,8,0
93055,2018/4/21 2:48:56,159,6,13,7,3,6,41
12444,2018/3/31 16:56:02,209,8,20,7,5,15,48
85928,2018/5/5 20:01:34,193,9,17,7,3,15,32
83883,2018/10/24 14:45:59,152,8,8,4,8,0,16
47755,2018/3/16 9:37:22,144,9,6,7,2,16,6
22066,2018/11/18 19:03:46,184,10,14,6,4,6,15
94194,2018/10/16 9:33:19,136,9,12,3,2,0,9
11636,2018/7/28 5:21:55,147,7,15,5,1,23,9
18608,2018/9/13 18:49:35,84,4,9,3,0,18,51
69745,2018/7/21 11:36:50,169,6,15,6,5,16,46
58710,2018/2/8 1:58:55,167,10,15,4,3,12,28
80905,2018/7/8 8:18:27,151,3,9,9,5,12,17
80758,2018/4/24 14:24:02,146,8,14,4,2,3,35
25410,2018/3/26 19:20:51,125,6,6,5,5,7,19
99945,2018/10/9 2:02:19,199,11,15,6,5,16,38
51585,2018/1/5 22:22:59,143,7,11,4,5,17,31
49531,2018/10/23 20:32:49,154,7,8,5,8,5,21
16347,2018/2/6 13:19:09,186,10,17,6,2,2,22
91264,2018/3/4 9:23:53,177,7,7,9,7,18,5
79505,2018/6/13 16:13:42,144,6,10,6,4,11,11
72322,2017/12/6 11:26:28,168,10,14,4,4,18,17
38834,2018/1/7 12:46:39,170,9,16,4,4,13,3
43891,2018/11/16 5:38:52,173,9,16,5,3,5,11
04699,2018/1/8 1:01:35,210,12,13,7,6,15,49
97937,2018/4/20 20:14:32,128,3,10,5,6,14,17
14412,2018/3/4 12:15:34,170,7,10,6,8,4,12
78217,2018/5/29 0:28:17,145,6,13,4,5,19,39
22057,2018/5/13 12:11:28,202,10,12,8,6,14,51
48840,2018/2/24 21:37:40,214,9,16,7,8,4,23
42976,2017/12/21 13:05:22,94,6,8,2,2,13,29
16023,2017/12/8 8:51:40,212,10,21,6,4,11,38
90473,2018/8/17 3:20:19,147,6,11,4,7,8,44
95314,2018/9/13 4:15:07,148,9,19,1,2,5,44
18780,2018/5/16 13:57:05,159,7,7,8,5,14,17
57140,2018/4/23 19:34:55,149,9,10,5,3,13,10
91620,2018/1/21 4:36:12,177,11,16,4,3,13,38
35179,2018/1/17 9:53:48,168,4,17,7,4,15,31
25666,2018/6/23 15:28:39,189,7,15,9,3,1,26
12168,2018/3/26 23:42:18,165,7,13,7,3,8,25
56982,2018/6/21 8:50:38,150,8,8,5,6,6,48
07022,2017/11/23 15:44:57,158,10,11,3,6,9,31
87019,2018/1/4 6:57:49,141,8,7,5,5,16,20
91015,2018/1/12 7:01:42,220,11,14,11,2,21,9
39302,2018/4/23 9:07:58,122,7,16,2,0,21,59
84108,2018/8/24 12:12:40,184,12,11,6,4,19,36
84035,2018/1/7 1:09:03,139,12,11,1,3,21,0
79023,2018/1/26 22:35:35,120,7,8,2,6,7,3
18424,2018/7/28 14:34:27,205,11,13,9,3,15,56
76235,2018/5/16 19:42:12,169,10,10,8,1,18,30
05245,2018/3/17 14:03:28,147,3,14,6,5,15,57
32645,2018/7/5 15:34:45,195,8,13,10,3,15,55
91718,2018/9/3 12:56:57,127,8,10,3,3,13,1
37208,2018/2/14 23:03:57,169,8,8,8,5,20,48
65563,2018/9/18 21:24:51,164,8,14,5,4,13,34
39568,2018/5/5 23:22:42,180,10,9,8,4,15,12
60532,2018/8/14 7:33:13,150,6,11,5,6,12,41
93221,2018/4/2 18:13:42,167,7,13,6,5,20,5
39935,2018/9/14 10:24:24,186,9,8,10,4,11,31
84417,2018/9/10 20:52:46,80,3,5,4,2,22,54
96576,2018/9/5 18:20:01,138,10,8,2,6,15,57
30700,2018/7/20 14:54:26,145,10,11,2,5,20,26
82703,2018/9/11 7:46:00,129,7,14,2,3,4,39
17993,2018/6/29 19:10:21,117,12,6,2,1,8,7
45448,2018/1/30 13:10:36,167,8,12,7,3,10,4
95205,2018/10/27 4:24:31,173,11,19,2,3,15,26
48799,2017/12/31 20:42:37,164,6,11,8,4,9,48
31988,2018/2/25 7:44:41,130,7,9,4,4,15,55
65372,2018/2/13 5:16:18,172,7,15,5,6,9,12
70446,2018/2/18 19:40:29,195,10,13,6,7,23,14
07622,2018/2/19 22:46:49,167,7,13,6,5,8,26
18968,2018/10/28 12:00:20,191,6,17,9,3,21,27
36515,2018/6/17 20:25:55,183,9,12,7,5,3,43
84525,2018/8/2 0:09:13,133,8,9,3,5,2,14
18059,2017/12/18 10:07:11,168,8,13,6,4,21,43
03679,2018/9/9 9:29:30,196,7,15,8,6,13,1
26207,2018/2/2 21:52:46,174,11,8,7,4,22,32
12883,2018/6/5 14:26:17,164,8,12,6,4,8,41
17909,2018/4/17 9:29:39,122,11,7,1,4,7,43
21933,2018/4/20 11:15:12,104,5,7,2,6,16,52
92677,2018/9/13 7:55:27,152,10,14,2,4,18,31
89848,2018/5/6 2:11:41,132,4,11,3,8,11,53
14060,2018/1/26 1:07:49,98,4,10,3,2,21,35
27323,2018/5/15 2:33:18,155,10,9,3,7,7,42
33874,2018/8/15 23:46:55,158,8,12,4,6,5,29
36132,2018/11/15 12:15:34,162,7,13,6,4,15,56
44213,2018/5/13 14:02:58,133,7,13,3,3,6,14
37926,2018/5/27 22:32:07,160,10,8,6,4,15,5
00810,2018/8/8 14:04:16,123,4,9,6,3,3,59
03406,2018/2/12 22:11:32,218,9,22,7,4,19,17
03406,2018/8/30 9:41:53,100,5,7,4,2,23,39
76243,2018/1/8 20:07:11,144,11,5,6,2,20,11
60470,2017/11/29 23:16:40,137,8,13,4,1,5,15
20774,2018/8/15 0:27:44,164,10,15,3,4,14,13
81615,2018/4/5 3:38:22,184,14,12,4,4,12,44
24428,2018/5/24 12:25:35,194,8,11,9,6,8,9
81876,2018/9/30 16:10:25,178,9,16,5,4,2,48
31579,2018/5/19 3:01:45,153,6,15,4,5,10,29
94446,2018/7/10 2:11:37,122,5,12,3,4,17,13
00244,2018/4/26 13:18:46,130,8,10,4,2,17,15
08162,2018/9/20 2:55:21,154,8,18,3,2,9,55
38969,2018/6/29 10:21:13,205,9,14,10,3,2,16
90716,2018/5/12 18:01:05,169,11,9,4,7,17,28
08449,2018/3/22 3:02:17,131,6,8,6,3,16,31
82974,2018/3/25 7:55:32,144,5,19,1,6,3,24
06110,2018/9/18 10:30:50,146,9,14,2,4,1,32
72453,2018/5/26 7:25:45,170,9,10,7,4,17,1
38129,2018/10/12 19:11:18,156,7,13,4,6,20,15
25574,2018/1/10 6:28:34,161,8,12,5,5,4,32
44718,2018/3/6 20:52:56,140,10,7,4,4,23,6
82669,2018/4/20 20:57:47,234,14,18,6,6,9,13
96164,2018/8/12 21:26:48,210,7,15,11,4,23,25
19338,2018/1/18 5:05:17,239,11,21,8,5,13,32
30223,2018/11/8 8:46:00,170,7,16,3,8,14,30
83260,2018/3/31 16:03:20,139,10,8,4,3,17,26
07887,2018/11/3 10:31:51,152,6,9,5,8,18,0
46413,2017/12/23 19:43:28,147,5,11,6,5,8,16
12310,2018/1/20 13:17:47,136,6,12,4,4,15,13
05813,2018/3/29 22:35:45,229,13,15,7,7,16,49
81455,2018/2/14 13:45:06,164,8,12,6,4,23,12
32393,2018/1/26 8:19:35,169,11,10,6,3,18,17
32293,2018/3/24 0:00:27,150,12,8,2,6,10,48
66542,2018/3/9 17:31:21,124,6,16,3,0,12,1
55165,2018/11/6 14:48:55,143,6,9,7,3,11,37
40057,2018/4/16 3:05:16,196,10,13,8,4,4,7
68900,2018/5/11 9:51:45,136,8,7,5,4,12,9
34310,2018/4/14 2:43:07,173,9,10,8,3,16,46
76104,2018/1/7 16:26:09,154,5,8,9,4,20,13
53357,2018/7/26 5:18:56,138,12,12,1,2,16,19
49210,2018/11/6 17:02:23,160,8,10,4,8,4,43
55783,2018/4/12 7:18:44,161,6,8,6,9,14,14
63432,2018/4/17 12:16:30,114,4,10,5,2,12,16
06698,2018/4/5 3:37:49,157,8,10,3,9,19,14
84172,2018/1/29 10:31:58,179,5,21,5,5,14,4
60601,2018/4/8 13:10:06,123,7,11,4,1,18,28
64359,2018/2/1 0:31:47,164,12,10,4,4,4,54
29391,2018/1/6 11:00:32,132,6,10,7,0,3,10
14519,2018/9/7 8:20:58,148,7,12,6,2,7,32
46064,2018/10/22 5:35:29,154,6,12,5,6,2,2
27051,2018/1/23 23:10:48,168,12,13,3,4,12,53
42106,2017/12/2 13:46:36,141,6,7,4,9,4,32
61757,2017/12/19 17:59:58,118,8,5,5,2,14,1
60338,2018/2/28 17:05:11,139,6,10,6,3,12,42
72191,2018/7/13 4:53:29,171,12,17,2,3,2,23
70648,2018/5/31 19:12:55,170,9,10,7,4,10,18
35080,2018/2/16 22:22:21,201,13,8,7,7,9,27
24646,2018/2/17 0:16:38,157,8,2,7,9,0,10
57151,2018/10/28 2:22:03,192,12,13,6,4,23,32
87022,2018/6/6 23:37:23,157,8,13,4,5,15,11
66229,2018/3/9 0:19:17,171,9,15,4,5,22,11
13317,2018/4/2 8:33:50,136,5,13,3,6,5,16
59222,2018/7/13 22:06:34,146,8,14,4,2,19,28
68829,2018/1/22 9:36:50,132,5,13,5,2,16,22
22531,2018/11/16 16:17:33,180,9,16,4,6,10,28
73634,2018/4/24 14:19:16,151,11,7,4,5,18,43
42174,2018/4/12 18:06:34,94,4,8,1,6,6,20
96955,2018/10/25 16:54:14,135,9,10,2,5,15,51
90590,2018/2/11 17:44:41,211,17,14,6,1,22,41
25736,2018/10/14 0:52:39,124,4,8,6,4,14,20
14088,2018/6/18 7:59:38,152,10,10,4,4,19,9
55951,2017/12/31 16:14:45,145,6,20,3,1,19,4
62041,2018/6/10 0:59:34,154,7,11,6,4,17,50
17692,2018/1/2 10:45:45,182,11,8,8,4,4,43
21233,2018/1/9 7:15:58,153,6,13,5,5,14,16
89807,2017/12/12 8:03:40,170,5,15,5,8,15,40
96437,2018/2/19 22:47:39,132,6,9,5,4,9,26
98790,2018/4/11 0:13:46,131,4,9,7,3,14,34
08068,2017/12/18 21:36:05,173,8,11,7,5,8,52
61271,2018/4/12 12:18:52,160,12,11,3,4,7,0
19866,2018/8/18 3:38:30,164,11,14,4,2,11,59
81149,2018/3/3 14:27:09,175,6,17,7,3,9,53
21723,2018/3/29 0:55:01,180,6,18,4,8,19,33
33030,2018/5/29 10:54:27,175,14,11,4,3,11,12
14596,2018/9/27 10:50:42,173,10,12,5,5,5,27
36271,2018/11/14 0:07:04,197,9,18,7,3,7,54
13902,2018/1/30 6:22:53,151,5,17,6,1,5,22
31704,2017/12/21 2:49:14,178,9,7,7,8,19,16
59220,2018/6/14 8:08:37,93,8,3,1,5,16,39
67245,2018/5/1 12:15:33,235,12,17,10,3,9,7
51593,2018/9/17 17:41:36,166,14,12,3,2,17,31
04125,2018/4/14 6:16:29,157,7,11,7,3,22,16
16449,2018/7/2 10:00:09,123,9,8,4,1,9,46
83373,2018/1/4 0:18:39,120,5,7,4,6,20,14
56099,2018/4/21 7:00:07,153,7,10,7,3,23,7
03935,2018/6/20 16:12:19,125,5,14,3,3,2,24
54185,2018/3/25 19:33:52,120,7,9,4,2,15,3
81064,2018/2/24 10:42:28,134,8,9,5,2,18,48
09576,2018/4/4 10:49:27,174,7,17,3,8,21,37
78665,2018/9/2 18:36:30,169,4,14,8,5,17,58
94361,2017/12/17 10:43:22,145,10,7,4,5,18,38
02056,2018/3/1 7:03:00,167,7,15,5,5,21,4
42642,2018/3/9 4:04:50,127,10,8,0,7,18,52
28760,2018/6/17 11:38:14,117,5,10,4,3,13,31
33021,2018/6/28 15:16:43,208,10,18,7,4,2,38
86595,2018/6/29 6:43:47,160,8,17,3,4,15,47
58200,2017/12/16 16:20:44,149,8,15,2,5,0,17
23446,2018/1/19 12:39:33,142,5,7,8,4,14,5
99188,2018/8/12 5:25:02,197,9,14,9,3,21,38
44512,2018/3/25 8:48:14,135,1,14,6,5,11,23
56023,2018/11/12 2:59:52,140,7,12,5,2,7,13
89255,2018/5/3 14:55:15,139,10,10,3,3,2,27
38693,2018/3/20 2:55:43,131,9,10,4,1,4,18
09086,2018/7/27 15:16:58,200,9,18,8,2,13,21
97013,2017/11/27 14:00:37,136,10,8,3,4,5,20
59143,2018/1/28 17:16:43,241,16,10,10,5,3,29
69456,2018/7/3 17:18:57,130,7,11,3,4,0,42
90315,2018/1/12 9:51:23,108,6,11,1,4,5,58
71449,2018/5/9 20:13:14,155,11,8,4,5,23,50
39419,2018/5/30 15:43:28,108,5,11,3,2,18,30
58869,2018/11/9 22:51:11,157,9,16,3,3,17,32
31426,2018/6/23 8:23:36,162,10,12,3,6,10,44
55317,2018/9/9 7:42:49,143,7,11,4,5,7,18
12926,2018/6/25 13:54:46,124,8,6,4,4,10,4
84150,2018/1/13 10:56:49,118,2,10,7,2,10,19
39358,2018/9/28 22:32:11,155,7,12,5,5,1,38
22150,2018/10/9 12:05:47,121,3,8,7,3,10,57
74212,2018/9/8 16:35:51,186,6,14,8,6,19,55
74306,2018/1/14 4:36:42,141,8,7,5,5,20,23
61188,2018/8/12 6:41:35,191,8,17,5,7,11,29
29396,2018/4/23 2:04:24,194,9,15,5,8,7,49
93658,2018/8/4 10:18:16,133,11,13,0,3,18,43
90759,2017/11/30 4:43:26,125,3,13,5,3,10,41
44053,2018/5/14 5:48:43,148,6,13,5,4,15,5
09234,2018/1/7 13:01:34,167,5,12,8,5,9,48
46047,2018/2/24 21:37:06,159,8,12,6,3,15,40
39895,2018/8/17 9:56:53,151,10,11,4,3,2,27
02477,2018/7/4 17:48:15,167,9,14,4,5,5,47
92291,2018/10/17 7:06:43,161,10,10,7,1,1,33
23591,2018/6/14 8:00:44,126,8,9,4,2,1,12
71835,2018/7/30 9:30:09,130,3,7,8,4,15,12
12374,2018/10/17 23:42:56,115,7,9,4,1,22,45
78429,2018/9/3 12:06:45,120,7,13,2,2,20,45
65221,2018/3/23 7:54:50,121,3,8,7,3,15,48
62888,2018/1/21 7:48:19,119,7,7,3,5,2,10
32900,2018/3/13 11:47:56,209,7,14,12,3,11,16
63713,2018/7/2 15:45:33,224,11,12,10,6,7,3
09129,2018/11/11 22:12:04,132,8,13,4,0,23,17
18905,2018/2/2 6:12:49,93,4,6,5,1,8,9
42128,2018/6/9 21:03:30,177,14,12,5,1,8,36
34529,2018/9/25 13:29:26,139,8,12,1,7,8,28
45760,2018/8/5 1:39:50,182,8,12,7,6,13,43
23881,2018/9/29 23:28:48,192,12,15,5,4,21,27
88683,2018/8/20 10:35:23,200,12,15,6,4,9,6
38948,2018/1/28 9:30:00,155,13,11,1,5,12,40
89840,2018/2/3 12:40:30,265,17,10,11,7,8,0
58442,2018/8/10 6:58:03,168,11,12,3,6,17,1
47681,2018/8/14 10:37:07,121,7,10,3,3,0,14
48086,2017/12/3 4:17:08,128,9,10,3,2,17,29
98818,2018/10/30 20:20:05,97,4,9,4,1,2,14
58280,2018/9/10 1:41:31,183,11,15,4,5,18,8
52328,2018/1/28 8:13:57,207,15,9,7,5,3,8
26337,2017/12/25 18:16:45,131,7,6,5,5,21,24
68574,2017/11/30 22:52:19,199,11,9,9,5,19,33
36147,2018/3/1 19:42:19,180,7,19,4,6,16,34
55416,2018/8/31 13:22:03,152,7,15,5,2,10,49
65164,2018/9/25 7:02:20,148,3,19,3,6,4,39
89058,2018/8/13 17:53:55,221,12,15,8,5,3,15
28331,2018/9/29 21:42:29,189,9,12,9,3,14,13
22512,2018/6/13 3:07:23,112,6,10,2,4,19,16
59678,2018/4/23 11:25:29,163,11,12,3,5,5,1
60687,2018/3/17 15:03:25,123,11,7,3,1,8,35
18123,2018/7/31 23:19:15,184,9,12,9,2,12,36
54834,2018/10/2 13:56:44,148,7,9,5,6,12,30
